dataset,view,feature,n,label_auroc,label_separation_auroc
ASVspoof2019_LA,deterministic_crop,crest_factor_db,10000,0.22230864,0.7776913599999999
ASVspoof2019_LA,deterministic_crop,peak_dbfs,10000,0.4824018399999999,0.5175981600000001
ASVspoof2019_LA,deterministic_crop,rms_dbfs,10000,0.76462064,0.76462064
ASVspoof2019_LA,deterministic_crop,integrated_lufs,10000,0.5500564800000001,0.5500564800000001
ASVspoof2019_LA,deterministic_crop,silence_fraction,10000,0.2639894,0.7360106
ASVspoof2019_LA,deterministic_crop,clipping_fraction,10000,0.65281046,0.65281046
ASVspoof2019_LA,deterministic_crop,frame_rms_cv,10000,0.11579372,0.88420628
ASVspoof2019_LA,deterministic_crop,frame_rms_range_db,10000,0.33905972,0.6609402799999999
ASVspoof2019_LA,deterministic_crop,spectral_centroid_hz,10000,0.70952808,0.70952808
ASVspoof2019_LA,deterministic_crop,spectral_centroid_std_hz,10000,0.66855144,0.66855144
ASVspoof2019_LA,deterministic_crop,spectral_bandwidth_hz,10000,0.48736472,0.51263528
ASVspoof2019_LA,deterministic_crop,spectral_rolloff85_hz,10000,0.7008886599999999,0.7008886599999999
ASVspoof2019_LA,deterministic_crop,spectral_flatness,10000,0.19318604,0.8068139599999999
ASVspoof2019_LA,deterministic_crop,spectral_slope_db_per_khz,10000,0.23879104,0.76120896
ASVspoof2019_LA,deterministic_crop,low_high_energy_ratio_db,10000,0.6195518200000001,0.6195518200000001
ASVspoof2019_LA,deterministic_crop,spectral_flux,10000,0.63404064,0.63404064
ASVspoof2019_LA,deterministic_crop,f0_median_hz,9973,0.6816920739260277,0.6816920739260277
ASVspoof2019_LA,deterministic_crop,f0_iqr_hz,9973,0.290430508304983,0.709569491695017
ASVspoof2019_LA,deterministic_crop,voiced_fraction,10000,0.5930215799999999,0.5930215799999999
ASVspoof2019_LA,deterministic_crop,hnr_db,9973,0.49215775445974985,0.5078422455402501
ASVspoof2019_LA,deterministic_crop,cpp_proxy_db,9973,0.7132025597995455,0.7132025597995455
ASVspoof2019_LA,deterministic_crop,jitter_proxy,9973,0.21621626512885223,0.7837837348711478
ASVspoof2019_LA,deterministic_crop,shimmer_proxy_db,9973,0.4966316204513705,0.5033683795486295
ASVspoof2019_LA,deterministic_crop,f0_delta_hz,9973,0.35341988955431136,0.6465801104456886
ASVspoof2019_LA,deterministic_crop,group_delay_var,10000,0.11644591999999998,0.88355408
ASVspoof2019_LA,deterministic_crop,inst_freq_dispersion,10000,0.45758124,0.54241876
ASVspoof2019_LA,deterministic_crop,modulation_centroid_hz,10000,0.762073,0.762073
ASVspoof2019_LA,deterministic_crop,modulation_entropy,10000,0.7304929600000001,0.7304929600000001
ASVspoof2019_LA,full_waveform,crest_factor_db,10000,0.2536194,0.7463806
ASVspoof2019_LA,full_waveform,peak_dbfs,10000,0.51463066,0.51463066
ASVspoof2019_LA,full_waveform,rms_dbfs,10000,0.7464904000000001,0.7464904000000001
ASVspoof2019_LA,full_waveform,integrated_lufs,10000,0.55352084,0.55352084
ASVspoof2019_LA,full_waveform,silence_fraction,10000,0.27707178,0.72292822
ASVspoof2019_LA,full_waveform,clipping_fraction,10000,0.62717488,0.62717488
ASVspoof2019_LA,full_waveform,frame_rms_cv,10000,0.11307392000000001,0.88692608
ASVspoof2019_LA,full_waveform,frame_rms_range_db,10000,0.36330819999999997,0.6366918
ASVspoof2019_LA,full_waveform,spectral_centroid_hz,10000,0.69100516,0.69100516
ASVspoof2019_LA,full_waveform,spectral_centroid_std_hz,10000,0.6569442000000001,0.6569442000000001
ASVspoof2019_LA,full_waveform,spectral_bandwidth_hz,10000,0.48116284,0.51883716
ASVspoof2019_LA,full_waveform,spectral_rolloff85_hz,10000,0.68545308,0.68545308
ASVspoof2019_LA,full_waveform,spectral_flatness,10000,0.20425712000000001,0.7957428799999999
ASVspoof2019_LA,full_waveform,spectral_slope_db_per_khz,10000,0.25659812000000004,0.74340188
ASVspoof2019_LA,full_waveform,low_high_energy_ratio_db,10000,0.61365952,0.61365952
ASVspoof2019_LA,full_waveform,spectral_flux,10000,0.61225306,0.61225306
ASVspoof2019_LA,full_waveform,f0_median_hz,9971,0.6356196610958882,0.6356196610958882
ASVspoof2019_LA,full_waveform,f0_iqr_hz,9971,0.28535576708061067,0.7146442329193894
ASVspoof2019_LA,full_waveform,voiced_fraction,10000,0.62558832,0.62558832
ASVspoof2019_LA,full_waveform,hnr_db,9971,0.5160968871763465,0.5160968871763465
ASVspoof2019_LA,full_waveform,cpp_proxy_db,9971,0.689634470317385,0.689634470317385
ASVspoof2019_LA,full_waveform,jitter_proxy,9971,0.20330987814389778,0.7966901218561022
