dataset,sample_id,source_id,label,dataset_revision,selection_key_sha256,selection_rank,manifest_version,selection_seed,selection_method,source_input_csv_sha256
ASVspoof2019_LA,LA_E_4907030,LA_E_4907030,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00085a8aa3414b2f351881d24df9f09ef7ea7b5cdfdbeff254b964a79647f86a,1,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_8008613,LA_E_8008613,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,000e8266fd074ce2f30803392471cbd7d1b0d2ff3571336a25cde3d65322f937,2,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_4595991,LA_E_4595991,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00482e5b7a49bc75145b97dccd1934e4ff5fce79762e7811934cff8dca67df66,3,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_8053032,LA_E_8053032,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,004cc032686c68a732df321064b117460f262d657c29012846a0df1ac010ff05,4,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_8936464,LA_E_8936464,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,004edbfb28308231a444898975a48caf0c0db15cdd7e33e3c7d58439892661c3,5,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_7004519,LA_E_7004519,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,005947a05df990613eb76fef6b46fc43706637389b23075c3b7e3732e515fe1a,6,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_8706232,LA_E_8706232,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00749c083aeb2a6767a548fa4a41bc8bf36b4c192b652437755a427b05048dd1,7,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_5263265,LA_E_5263265,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,007a356e211281167e79c58fe53bf34ce85d176efcb0f4e2686c5e88dd926c34,8,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_1380169,LA_E_1380169,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,0087ce8b34e5915aaf0232cbc1aef71fc98a4f35110cee984e9ea1d86c496d5e,9,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_3271830,LA_E_3271830,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,008d63df2cabf4e2b07fe43b271b75aef38698debe3c98345f898ac26d3a1f24,10,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_2441047,LA_E_2441047,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00996666207f0577b09250e7a766677a70ff7313e0d2807a4c373a27fd27227c,11,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_9271614,LA_E_9271614,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,009b0422d29296b5cc79f7166662fea116395dc095fd7d3ec513bd33d7f33a03,12,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_4747853,LA_E_4747853,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,009c3a01be170a2346462dff1cc049e905bfe2fd9aa014e89e91aa74614aaf5e,13,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_8785717,LA_E_8785717,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00b83ec5c08eb660a4047a8cf7d5afb91066b4d4442c1fc6f9420092fb35e9de,14,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_5216957,LA_E_5216957,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00b9fb8a01c205625ce6844098037787c3d3475c05d189f2b741f8d2dd561fef,15,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_4906680,LA_E_4906680,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00be960705dceef7b8273af5c18375cfb462380f9d6e8f03180c234f4e311501,16,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_3741943,LA_E_3741943,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00c3c4d95c1b4ee9be07d650bdab6411669020e75a746793c889bb1094827f7e,17,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_3762579,LA_E_3762579,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00ca3132b2b14414a74f67ee92c31d7f24c347394e3ca3237e7e09d670bc9675,18,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_5724635,LA_E_5724635,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00ce3c9089333d193ea19cd85c9ceaf530adfc7895034b791e14d568fce695fb,19,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_6531513,LA_E_6531513,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00d468fcc0cb3205563c296e3cac328edd1a0f8bfadc21d3d8d3ce5b814517f7,20,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_8749092,LA_E_8749092,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00e2144dca78625cabae735beee3ceb9b3de061645764e3dd2809e82f699f797,21,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_9798640,LA_E_9798640,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00e987d6be250a6df715c8ba309953f6183ec6600f6f116e4b4a387ae3b252c8,22,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_3430022,LA_E_3430022,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00f594fdc757ca4a765e003b0407114c29098f55ec812088c84b39f8f09bdf0b,23,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_8563026,LA_E_8563026,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00f5bf0be274582ddcd6ebff47f3a2a5b6f12b8b1e06ecea6975122b8edc0e2e,24,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_2667571,LA_E_2667571,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,00f92334b53811417696b503b1a9d45022ff18d0e03e891532dbfede995018de,25,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_6626476,LA_E_6626476,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,01095fdb4c48ccf6cbba81ee88c4fdcbfa46ba70d3c84392e0b5e479d597125e,26,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_5191393,LA_E_5191393,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,011354f88ccb19cb726e1275c188e44d0d1403956a2f21e41aba96b2211bee13,27,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_1304770,LA_E_1304770,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,012e4cc38b768f26e66bc333c3c9266ac45546a3b8c8ac3a22bef5065fbc0e46,28,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_7080591,LA_E_7080591,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,0130f82170b673f70505d0392d45b079dc8ff44af7fc51378bb54567a95182c0,29,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_3914043,LA_E_3914043,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,013d730c27a4104f7a4a00a5a3ddad76f124e1e94de512278f97190e2c470dbe,30,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_3387905,LA_E_3387905,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,014711e5ce2b9efb5178de37140281a8c2c83b0f488e87e5a626d206d18a90af,31,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_6728374,LA_E_6728374,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,0150f0f4c53bfe4bf4384e6c742c1cc4772936fc3c14b2cb7e496564a391ae85,32,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_7777537,LA_E_7777537,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,0151ee06c6edbf6c5bada4d43b040bcd987ac8b5dcd34e6ca6039fcfee1f1145,33,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_8784966,LA_E_8784966,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,01584c6e3bd1641807b0aecb7309bceef533601af3a55a10ed1dad90326d230d,34,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_9895989,LA_E_9895989,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,015ab7fad3d928731f5f0d33153583235a92edfde51f9cf15cc2e360ef6d7438,35,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_1632308,LA_E_1632308,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,016b63d812a1813d38d29a1ae00ebc048177e7e8e7448b01ff6da4ede6ec74e1,36,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_9793248,LA_E_9793248,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,016e39afcfdd23fbc11cf878c332c05fc54bc2b1a877185d38c215ab6cd6c36f,37,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_9548366,LA_E_9548366,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,016ef2113eadc45e2152b15f9173c8306a17e31dbb06b3a081124351038e9b6a,38,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_3817778,LA_E_3817778,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,01788bc55308108f6ac35e97c99ea5aa8405916691de8185f4ddd386e2b2c9fa,39,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_3095411,LA_E_3095411,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,0179a848a719e3c36c0c93ab0e7451ce2d21e6e070a78e79a5c8cc4feb35fef4,40,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_8130303,LA_E_8130303,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,01904504f0224596b6453d8c98d4fb6daa002cfc5cc1de08a568d15dae299ae4,41,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_9745111,LA_E_9745111,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,0195c4c43f8073606c141a9780cb604d2ee6e3d30426c4fa5c991b90593ccc3d,42,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_3248504,LA_E_3248504,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,019e2ef258731eb6af97c65a2d0b1d5fc217d492805350e886ee6ca6a4b05b53,43,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_5626172,LA_E_5626172,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,01a9c3d11b678703665719c16635d7323243e0bf65d51681952ac67b5d9b3b85,44,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_6594187,LA_E_6594187,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,01aabc3a92d0322a317ccd74329a70791e22a22712a23d21c72c1cf9245ecc66,45,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_6238566,LA_E_6238566,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,01acb17d6b107aac2d0a1868949f56208af44d402ae21d98336bc7fdc67b8917,46,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_3605070,LA_E_3605070,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,01b4ee04bc720af3adcdf1effd2550fa94e1c4cf2705b00b2caacc5dce70e639,47,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
ASVspoof2019_LA,LA_E_9857578,LA_E_9857578,0,9492c4a85ad91508b6da03c92c98c58aeaa02424,01b5ba1567d2e850e19c610edd4d95215f95e2e88e7b4224f552bfde0dff862d,48,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",4e76aef0a62d2eb6430168d20678474c5767fbe15279cf8f95c4153f37310e3a
